u,g,r,i,z,specClass,redshift,zerr
19.011332,17.07568,16.064882,15.461493,15.159966,3,0.086547,1.35032E-3
17.879377,16.895689,16.395731,16.127337,15.90642,2,0.029638,7.4337E-5
18.899361,17.571341,16.949331,16.55377,16.311951,2,0.114613,5.37023E-5
19.211351,17.291149,16.318428,15.885627,15.528492,2,0.095559,1.68112E-4
18.488518,17.234852,16.601009,16.260254,16.054617,2,0.077572,1.76437E-4
18.678532,17.739082,17.422523,17.17,17.026621,2,0.068545,8.22334E-5
18.97049,17.561289,16.746243,16.326689,16.0116,2,0.106866,1.03928E-3
19.118073,17.642467,16.912327,16.417049,16.129419,2,0.086039,9.51919E-5
19.112494,17.633282,16.847868,16.419266,16.107794,2,0.08078,1.50785E-4
19.03738,17.288412,16.448116,16.050709,15.704514,2,0.079095,1.45704E-4
18.944557,18.546339,18.542236,18.608564,18.616291,1,-6.23294E-5,1.67691E-4
19.319971,17.963724,17.491819,17.235823,17.154814,2,0.053846,8.24082E-5
19.757221,19.303499,19.103559,18.905989,18.711096,3,0.45969,1.352E-3
19.444582,19.141069,19.055073,19.0755,18.843338,3,0.849517,1.43003E-3
19.550114,18.963188,18.708654,18.639097,18.675184,1,-1.54365E-5,1.56505E-4
19.248154,18.317123,18.082388,17.874229,17.833086,2,0.019286,1.05168E-4
20.916508,19.757544,19.184742,18.991684,18.831549,1,-7.78957E-4,2.53238E-4
19.590033,17.702703,16.6891,16.255554,15.903686,2,0.126805,1.45627E-4
19.982374,19.385435,19.128038,18.818321,18.564114,3,0.51656,1.06394E-3
18.40407,17.290693,16.652828,16.238239,16.035238,2,0.089721,9.42859E-5
19.566986,18.028849,17.292614,16.883337,16.573257,2,0.114133,1.41779E-4
24.034554,20.864952,19.665802,19.578499,19.306736,3,3.69834,5.85227E-4
19.465382,17.634876,16.586283,16.079367,15.625676,2,0.084233,1.6883E-4
19.031118,17.763866,17.011793,16.572323,16.286167,2,0.079155,1.77824E-4
20.315155,19.676699,18.962124,18.502779,18.294937,3,0.216281,1.05543E-3
25.81621,20.509537,19.284201,19.211718,18.975702,3,3.64584,7.36269E-4
19.476921,18.06192,17.269783,16.794361,16.501211,2,0.109315,9.82841E-5
20.062887,19.202309,18.718847,18.563808,18.498802,1,-7.69098E-4,8.65617E-5
18.90769,18.492195,17.072811,18.082371,18.076777,1,-1.2898E-4,7.09633E-5
19.186485,17.913099,17.218237,16.824018,16.519171,2,0.120825,1.64215E-4
19.430956,18.142477,17.370962,16.89134,16.600573,2,0.15653,1.69827E-4
19.201536,17.271959,16.382036,15.975823,15.651202,2,0.085647,1.3863E-4
19.302359,18.057316,17.419849,17.069866,16.797077,2,0.085676,1.01066E-4
19.342817,18.874279,18.824968,18.892254,19.02264,1,1.37248E-4,1.85435E-4
19.344568,18.314596,17.710104,17.334944,17.103006,2,0.117502,1.04166E-4
19.124271,17.9527,17.482561,17.216139,17.027754,2,0.029432,1.12036E-4
18.12653,16.715977,16.026108,15.666465,15.447262,2,0.061693,1.71223E-4
16.619074,14.664869,13.7372,13.272374,12.883506,2,0.037445,1.87412E-4
18.578777,17.462219,16.932724,16.572302,16.358526,2,0.057486,7.24065E-5
18.269785,16.997068,16.463953,16.255859,15.963171,2,0.029575,8.98061E-5
18.124256,16.986689,16.475521,16.194824,15.947577,2,0.030203,8.1179E-5
19.422272,18.392691,17.999298,17.874575,17.888762,1,-2.11996E-6,7.99234E-5
19.292406,17.42676,16.399199,15.874721,15.497,2,0.090459,1.50015E-4
19.140451,17.815613,16.806692,16.301128,15.929678,2,0.099812,1.02596E-4
19.503859,18.182198,17.5147,17.127407,16.879313,2,0.128034,9.34409E-5
14.814184,12.606815,11.287758,10.617842,10.162496,2,3.48314E-3,1.04126E-4
19.578093,18.084812,17.475029,17.141716,16.894911,2,0.037282,1.72381E-4
19.394676,17.15447,16.145666,15.722431,15.386496,2,0.128279,1.50769E-4
19.745646,19.714396,19.466713,19.268261,19.306215,3,1.42797,1.44452E-3
18.98312,17.599539,16.918056,16.522013,16.241325,2,0.105967,1.58053E-4
18.47864,17.247019,16.625603,16.195362,15.883336,2,0.062771,8.03047E-5
18.720011,17.038586,16.320595,15.996014,15.725766,2,0.029721,1.47947E-4
19.106583,17.741814,17.180374,16.856726,16.625256,2,0.116684,1.75476E-4
17.86541,17.734898,17.731077,17.51273,17.438395,3,1.75934,1.93703E-3
19.169048,17.148354,16.229334,15.79774,15.4388,2,0.041484,1.84896E-4
18.024277,16.017931,15.060739,14.632277,14.276013,2,0.076713,1.86838E-4
19.489166,17.881771,17.019533,16.56111,16.218399,2,0.109482,1.86318E-4
16.518167,14.604959,13.756498,13.363029,13.034609,2,0.029821,1.8423E-4
17.860727,15.890959,14.92246,14.471547,14.12498,2,0.079513,2.06687E-4
17.535072,16.39547,16.125305,16.003447,15.953201,1,1.25564E-4,6.72966E-5
19.700974,18.481155,17.972712,17.795551,17.687183,1,-5.62136E-6,7.3178E-5
19.198889,16.861902,15.777861,15.389674,15.532563,1,-3.39027E-5,5.92606E-5
19.548878,18.133829,17.421877,16.991354,16.754881,2,0.099403,3.28753E-5
19.26967,18.143105,17.531538,17.1346,17.111719,2,0.110326,9.24223E-5
19.396803,17.806011,16.913355,16.410116,16.09573,2,0.110795,1.82831E-4
19.171438,17.188578,16.221804,15.765745,15.458478,2,0.085464,1.81316E-4
18.761671,17.302372,16.677551,16.364363,16.158543,2,0.067153,1.67163E-4
19.53356,18.298792,17.596643,17.141199,16.899313,2,0.120383,9.884679E-4
19.289684,17.533077,16.636141,16.220007,15.897851,2,0.09602,1.41302E-4
19.036568,17.741707,17.093176,16.656044,16.389442,2,0.110609,8.6893E-5
18.654106,16.91576,16.168325,15.834046,15.5807,2,0.100338,1.36139E-4
19.074257,17.29373,16.461544,16.053297,15.725802,2,0.091431,1.38087E-4
19.390738,18.210699,17.703043,17.378044,17.15033,2,0.0773,8.4E-5
19.35589,17.987301,17.333658,16.900812,16.610092,2,0.077731,1.62138E-4
15.800806,14.048844,13.223777,12.815135,12.498183,2,0.029614,1.77224E-4
19.49795,17.466288,16.513058,16.052931,15.727045,2,0.095397,1.51642E-4
21.441233,19.28021,18.018229,17.652206,17.35825,1,-3.49072E-5,7.47389E-5
19.13805,17.268713,16.220533,15.67265,15.236633,2,0.079292,1.7073E-4
19.209698,17.931568,17.423887,17.225403,17.146627,1,-2.66095E-4,7.39579E-5
19.499788,18.15633,17.462643,17.043985,16.840471,2,0.08443,1.82284E-4
19.581316,19.205191,18.994764,19.028955,18.843645,3,0.895862,4.31099E-3
18.263527,16.729059,15.915473,15.51349,15.205014,2,0.092562,1.36444E-4
18.579803,17.439968,16.723139,16.309013,16.060242,2,0.094043,1.04281E-4
24.504568,21.136192,20.186655,20.045797,20.01944,3,3.48412,8.07253E-4
20.515278,19.213392,19.163904,19.240734,19.267876,1,-5.21345E-4,1.14873E-4
18.628054,16.670742,15.699419,15.207538,14.814899,2,0.074395,1.58668E-4
19.229172,17.237604,16.202387,15.743852,15.357847,2,0.092322,1.5201E-4
18.550531,17.722006,17.116835,16.612122,16.441006,3,0.116312,8.99166E-4
18.033354,17.028812,16.658516,16.36392,16.207922,2,0.061331,8.35737E-5
18.962013,17.60335,17.120831,16.813904,16.724773,2,0.091088,9.85392E-5
20.183636,19.967024,19.901213,19.700762,19.611801,3,1.73893,1.56004E-3
19.682209,19.380638,19.224779,18.979246,18.897547,3,1.56814,1.70017E-3
18.779495,17.419945,16.69939,16.307955,16.06525,2,0.108703,1.44089E-4
17.25551,15.746591,15.211966,15.010376,15.632063,2,2.88244E-3,1.39123E-4
19.499063,18.021534,17.201277,16.75988,16.373072,2,0.107259,9.06282E-5
16.768993,15.628678,15.046869,14.761519,14.492137,2,0.021465,9.3563E-5
18.455475,17.193024,16.879745,16.761648,16.747509,1,-4.40227E-4,7.56038E-5
20.11092,19.940582,19.599941,19.328142,19.388958,3,1.56857,3.06455E-3
18.323147,16.759277,16.008598,15.601157,15.326038,2,0.098958,1.52237E-4
18.004368,16.951981,16.534758,16.241882,16.064804,2,0.061106,1.02655E-4
19.546257,17.986382,17.301661,16.959091,16.83984,2,0.086147,1.54859E-4
19.014666,17.905073,17.41114,17.0226,16.87727,2,0.091279,8.3541E-5
19.081253,17.779829,17.126194,16.758081,16.509455,2,0.062423,8.94601E-5
20.928003,19.780901,19.309015,19.107782,19.03801,1,-4.47875E-4,1.05184E-4
19.244392,18.098976,17.666193,17.370106,17.239656,2,0.084376,5.80628E-5
19.393208,17.55703,16.660454,16.230509,15.899676,2,0.078758,1.66287E-4
18.972567,17.021845,16.106937,15.706911,15.373133,2,0.064994,1.56739E-4
24.606966,21.638544,20.346928,19.836025,19.523067,1,-5.81621E-4,1.20114E-4
17.997631,16.548223,15.939186,15.582217,15.360283,2,0.038359,8.30773E-5
19.5728,17.503712,16.387104,15.924914,15.552314,2,0.140842,1.66047E-4
19.374014,17.433006,16.440907,15.999832,15.642365,2,0.08814,1.5664E-4
18.901356,17.262762,16.365316,15.890123,15.544163,2,0.072263,1.72034E-4
22.72772,19.964836,18.595745,18.130352,17.848766,1,4.47558E-4,1.90831E-4
19.394999,18.069427,17.497179,17.18187,16.973101,2,0.094605,1.73732E-4
18.427311,16.47431,15.566728,15.122882,14.778193,2,0.087247,1.63956E-4
19.589741,18.255159,17.514229,17.11764,16.832533,2,0.100403,1.31844E-4
19.322107,17.943727,17.249945,16.776556,16.541012,2,0.074319,8.46867E-5
20.814919,19.693605,19.395859,19.253572,19.28993,1,4.44061E-4,1.14287E-4
18.903093,18.411676,18.506239,18.602606,18.780764,1,1.75868E-4,3.29536E-4
18.945488,16.947165,15.892586,15.420362,14.988351,2,0.075343,1.81346E-4
18.748316,17.4408,16.84564,16.519707,16.316927,2,0.091324,1.74825E-4
17.807171,16.548584,15.940953,15.602444,15.448918,2,0.041471,2.20073E-4
18.465162,16.998943,16.274677,15.826144,15.571154,2,0.063028,2.10711E-4
19.542816,18.290094,18.277176,18.308538,18.329021,1,-1.21944E-3,1.13635E-4
19.061516,16.742672,15.884807,15.443742,15.131515,2,0.093081,1.52952E-4
17.056818,16.076506,15.774592,15.567628,15.493927,2,0.03834,7.92884E-5
17.926092,16.553205,15.946335,15.600842,15.327506,2,0.037292,8.93799E-5
18.014717,16.073664,15.181813,14.759718,14.463293,2,0.064993,1.8311E-4
19.303598,17.841036,16.954542,16.455046,16.106274,2,0.141138,1.02737E-4
19.331823,17.231106,16.259274,15.780251,15.420054,2,0.082405,1.74136E-4
19.026142,17.248625,16.545246,16.152552,15.942595,2,0.074378,1.496E-4
18.846495,16.781046,15.90919,15.483778,15.162713,2,0.061804,1.68392E-4
19.379507,18.013229,17.303938,16.8501,16.541716,2,0.083569,8.48194E-5
19.377207,18.042191,17.320747,16.914581,16.613605,2,0.123784,1.71215E-4
19.809875,19.413872,19.185518,19.113226,18.929348,3,0.790887,1.80049E-3
19.298334,17.93277,17.159412,16.728703,16.413563,2,0.087763,1.67117E-4
18.086052,16.699831,15.983786,15.522684,15.27354,2,0.076656,9.75425E-5
19.238184,19.173094,19.007406,18.980274,19.068872,3,1.26897,1.59268E-3
19.027164,16.888336,15.871206,15.407226,15.054904,2,0.085752,1.67112E-4
19.165579,18.009949,17.525078,17.218653,17.000778,2,0.038131,7.60425E-5
19.340679,18.111893,17.380695,16.975197,16.713854,2,0.095064,1.64014E-4
18.65081,16.645411,16.181234,15.866932,16.254456,2,0.029757,2.16601E-4
19.751234,18.813854,18.505051,18.410643,18.395176,1,-4.89571E-4,1.15451E-4
19.157665,18.161272,17.641609,17.294464,17.056816,2,0.153027,9.91247E-5
19.26927,17.394165,16.474253,16.045425,15.718191,2,0.062719,1.64405E-4
19.210007,17.82863,17.259188,16.938656,16.726772,2,0.086054,7.90354E-5
18.746181,17.029234,16.204021,15.73703,15.407479,2,0.067664,1.75226E-4
18.071966,17.874886,17.592239,17.392151,17.309875,3,0.239706,1.06988E-3
18.879967,16.974739,16.005907,15.572037,15.231883,2,0.094271,1.52841E-4
18.506388,16.557594,15.686088,15.246206,14.909939,2,0.060739,1.73814E-4
19.391773,17.399176,16.399057,15.937055,15.557289,2,0.101392,1.68734E-4
20.851345,19.543015,19.224592,19.121986,19.08169,1,-7.61583E-4,1.05522E-4
19.013674,17.854277,17.319578,16.933542,16.777946,2,0.091192,9.06256E-5
18.425011,17.282154,16.879793,16.576166,16.415127,2,0.063641,7.39103E-5
20.289406,19.754471,19.295429,18.882753,18.616533,3,0.4763,1.30181E-3
19.561733,18.297451,17.423147,17.00194,16.627048,2,0.111115,1.87786E-4
18.856394,17.200874,16.393568,15.970161,15.565364,2,0.07671,1.53637E-4
18.412954,16.71797,15.84658,15.366694,15.013319,2,0.088799,1.43117E-4
18.995705,18.909,18.756197,18.893793,19.056711,3,1.24141,2.159E-3
19.122116,17.695765,16.996044,16.630348,16.378033,2,0.079295,1.64464E-4
19.088701,18.947922,18.830725,18.668482,18.734743,3,1.45885,2.11158E-3
18.222382,16.384932,15.506102,15.098291,14.771609,2,0.061057,1.68244E-4
18.443129,18.430649,18.432787,18.182764,18.025242,3,1.85886,1.61711E-3
19.292873,17.508699,16.639605,16.154652,15.785572,2,0.061862,1.77442E-4
19.560369,18.020903,17.196606,16.713404,16.303141,2,0.055557,8.92856E-5
19.320602,18.185377,17.795845,17.349209,17.168831,2,0.063544,7.96095E-5
19.549507,17.622458,16.596148,16.12389,15.758268,2,0.116381,1.39871E-4
17.993984,16.83634,16.198528,15.767728,15.523794,2,0.117096,4.54202E-5
18.806778,17.363295,16.43276,15.948417,15.621774,2,0.111875,1.39303E-4
19.506201,17.530331,16.716364,16.289913,16.001308,2,0.063149,1.42904E-4
19.051653,17.432104,16.545118,16.119883,15.798326,2,0.112032,1.47115E-4
19.463978,18.184958,17.296564,16.869295,16.60207,2,0.190045,1.033E-4
19.259972,18.281939,17.861403,17.488131,17.355642,2,0.074578,7.48822E-5
19.038502,17.678549,16.834236,16.380953,16.05974,2,0.141249,2.28525E-4
19.827742,19.096548,18.868156,18.583311,18.30125,3,0.452013,1.16474E-3
19.442419,17.944136,16.974878,16.491692,16.159151,2,0.14688,1.52001E-4
19.370792,17.55504,16.603699,16.086494,15.660392,2,0.054562,1.65818E-4
20.623264,19.976711,19.302719,19.031433,19.087925,3,1.29425,2.58086E-3
18.659285,18.442625,18.223782,18.376083,18.349867,3,1.01923,1.83636E-3
17.147263,15.988153,15.464097,15.156334,14.914364,2,0.029109,8.08053E-5
19.474438,18.371374,17.916115,17.712109,17.600187,1,-7.39618E-4,7.14666E-5
18.589151,17.084518,16.31637,15.920656,15.61571,2,0.021436,1.025E-4
19.562912,17.673208,16.698538,16.275854,15.934051,2,0.100152,1.61373E-4
18.750048,17.582033,17.118343,16.950418,16.875416,1,-3.71935E-4,7.50255E-5
19.016996,18.754576,18.821728,18.590597,18.519516,3,0.5073,1.14588E-3
18.982513,17.786039,17.443125,17.265184,17.367714,2,0.018033,9.48896E-5
20.92107,19.933819,20.055094,20.417282,20.144213,1,-6.28378E-4,1.29942E-4
19.203365,17.804977,17.039022,16.649048,16.341042,2,0.077217,1.55448E-4
19.293528,17.480808,16.558601,16.15066,15.809636,2,0.07642,1.58544E-4
24.950859,21.245836,20.378286,20.253422,19.85099,3,3.19645,9.77334E-4
18.404665,17.256662,16.77239,16.528292,16.293917,2,0.028901,8.16335E-5
19.037613,17.832575,17.319347,17.05229,16.960318,2,0.076787,8.79786E-5
19.281958,17.594225,16.791426,16.41637,16.130573,2,0.099584,1.50961E-4
17.93771,16.425234,15.685074,15.282362,14.983995,2,0.068799,1.47599E-4
19.582918,17.545382,16.270117,15.722044,15.350517,2,0.138755,1.91678E-4
18.766958,17.679169,17.26877,17.002361,16.896338,2,0.067731,7.1355E-5
18.862156,16.733543,15.72694,15.26509,14.889561,2,0.061835,1.7034E-4
19.4732,18.010616,17.152689,16.666124,16.282999,2,0.092808,1.6786E-4
19.545195,17.695566,16.680042,16.237751,15.836094,2,0.156551,1.32802E-4
18.943106,18.518471,18.51688,18.570959,18.681149,1,-6.58399E-5,1.59353E-4
19.343746,18.160513,17.716143,17.401943,17.245777,2,0.070895,8.35379E-5
23.831722,20.367596,19.125221,18.637154,18.262016,1,-2.50584E-4,2.49449E-4
19.457575,19.220806,18.932226,19.064001,19.110554,3,1.00683,1.73124E-3
19.247454,17.286419,16.399035,16.012779,15.639297,2,0.073623,1.70244E-4
18.696337,17.475477,16.794832,16.426174,16.180376,2,0.108243,1.40664E-4
19.287897,17.751234,17.226183,16.909874,16.713173,2,0.085713,9.75118E-5
19.166397,17.864115,17.22822,16.85083,16.628386,2,0.081452,1.78831E-4
19.324883,17.766104,16.892847,16.44356,16.135044,2,0.076406,1.4824E-4
19.13394,17.869699,17.203257,16.792969,16.582331,2,0.112439,4.38053E-5
19.584314,19.190735,19.057714,18.754187,18.525358,3,0.496559,1.77549E-3
18.774525,17.584476,16.951742,16.56057,16.327911,2,0.100374,9.7478E-5
19.529694,19.046694,18.980703,19.032076,18.92947,3,0.884535,1.63138E-3
19.709591,19.194626,19.1262,19.245209,19.032051,3,0.888397,1.38622E-3
19.339111,17.96727,17.092016,16.673306,16.302416,2,0.114687,1.91125E-4
18.153727,16.217796,15.243027,14.805446,14.457771,2,0.099998,1.59759E-4
19.117603,17.206556,16.218037,15.792642,15.412644,2,0.095554,1.59369E-4
19.550724,17.568493,16.531754,16.071617,15.686148,2,0.095105,1.65011E-4
19.278612,18.226397,17.798985,17.619436,17.540243,1,-3.95247E-5,7.10509E-5
19.291203,18.116896,17.297276,16.900307,16.582054,2,0.192873,1.58619E-4
18.436638,17.308697,16.898413,16.676472,16.579842,2,0.055627,7.62193E-5
18.79883,17.58058,16.75876,16.574402,16.305462,2,0.083373,1.00077E-4
18.268019,17.042158,16.39325,15.992088,15.743827,2,0.084043,1.65931E-4
19.237825,18.776995,18.415339,18.426449,18.32954,3,1.12715,2.41779E-3
18.953648,17.178333,16.31428,15.895774,15.554358,2,0.083868,1.53547E-4
19.570858,18.287771,17.891775,17.691832,18.107122,2,0.088402,8.57427E-5
19.098282,18.863014,18.499203,18.565258,18.513527,3,1.11916,1.41633E-3
18.266499,17.229889,16.910622,16.752571,16.623339,2,0.030949,8.22325E-5
18.787674,17.497452,16.873299,16.493927,16.220762,2,0.118018,1.19514E-4
18.060869,17.008286,16.494085,16.116196,15.934711,2,0.094882,6.29888E-5
18.427429,16.574255,15.620728,15.205578,14.878513,2,0.095331,1.50772E-4
18.874165,16.976391,16.123146,15.714616,15.409508,2,0.037351,1.58275E-4
19.546459,19.316088,19.083055,19.063953,19.003153,3,1.14726,2.20354E-3
19.540876,17.59584,16.352749,15.72356,15.20319,2,0.094562,1.46269E-4
19.164248,18.911894,18.74135,18.575884,18.336811,3,2.17329,2.40025E-3
18.749979,17.584957,17.275244,17.162949,17.123613,1,-4.04627E-4,8.75551E-5
19.133131,17.963305,17.435184,17.080109,16.899006,2,0.084468,8.98244E-5
19.215698,18.118229,17.418564,17.02248,16.724823,2,0.105173,1.95627E-4
19.118765,18.254318,18.008165,17.756327,17.6929,2,0.070891,8.2515E-5
22.369591,20.363964,19.103073,18.453056,18.002052,1,-2.60459E-5,8.32568E-5
19.013163,17.685789,16.915564,16.483124,16.171881,2,0.09361,1.64538E-4
19.248749,19.32744,18.920076,18.906641,18.923136,3,1.29535,1.09078E-3
19.525883,17.321402,16.352999,15.953087,15.565036,2,0.090591,1.60095E-4
18.451582,17.271194,16.575628,16.154875,15.866828,2,0.085117,5.18532E-5
19.471144,18.441914,17.902723,17.710947,17.598206,1,-2.07487E-4,7.40764E-5
19.351105,17.383911,16.316938,15.844781,15.462679,2,0.115604,1.80508E-4
17.78779,18.201921,18.680353,18.981712,19.231506,1,2.52027E-4,1.57264E-4
18.722801,17.631508,17.0837,16.754551,16.568974,2,0.086317,9.64468E-5
18.461266,16.356346,15.311304,14.837127,14.455441,2,0.085065,1.81266E-4
18.773531,17.224976,16.373728,15.921059,15.578784,2,0.078065,2.14194E-4
19.406668,19.56885,19.649094,19.109556,19.058075,3,1.8603,1.38826E-3
19.665588,19.286444,19.128002,18.918779,18.873949,3,1.54431,1.65822E-3
19.40855,17.949913,17.169937,16.745077,16.464146,2,0.076424,9.35215E-5
18.553396,17.502428,16.955742,16.464922,16.358221,2,0.075063,7.58053E-5
19.317919,18.412035,18.070911,17.658339,17.633043,2,0.102834,7.28127E-4
17.911955,16.14216,15.137959,14.588302,14.174682,2,0.053606,1.29438E-4
19.195328,17.310415,16.440119,16.151903,15.756564,2,0.076834,1.52102E-4
18.35413,17.096651,16.415236,16.046206,15.725739,2,0.032794,8.47903E-5
19.520107,18.341356,17.617254,17.252407,16.972055,2,0.078302,8.37477E-5
19.3321,18.382908,17.847111,17.476597,17.343494,2,0.161442,3.66526E-5
19.420673,17.853344,16.960114,16.511553,16.179873,2,0.085305,1.41794E-4
18.234591,17.273247,16.904768,16.610577,16.469677,2,0.062771,7.17936E-5
18.856222,17.566689,16.944355,16.598335,16.391277,2,0.054366,1.88562E-4
18.084658,16.153271,15.143393,14.595912,14.214767,2,0.062534,1.75385E-4
18.467323,18.121305,17.894066,17.846823,17.669945,3,0.857741,1.74012E-3
19.135586,17.964357,17.431559,17.078423,16.851898,2,0.097202,9.82158E-5
19.134718,18.001095,17.453968,17.170603,16.975325,2,0.041543,8.47099E-5
18.30558,17.272198,16.78367,16.440256,16.289169,2,0.076842,8.4648E-5
19.258116,17.231815,16.139961,15.659908,15.247176,2,0.11889,1.86488E-4
19.56856,17.851189,16.960032,16.549309,16.240328,2,0.114136,1.48225E-4
20.311523,20.263216,20.448687,20.869328,21.122099,1,5.32801E-4,4.50494E-4
19.327204,17.386852,16.354616,15.859463,15.481411,2,0.083807,1.60065E-4
17.339319,15.998923,15.299182,14.890045,14.626797,2,0.042818,9.24143E-5
18.918713,18.796175,18.618307,18.686228,18.647587,3,1.06756,1.63762E-3
20.105873,19.360065,18.541353,18.098677,17.712648,3,0.324473,1.80697E-4
17.884413,16.41857,15.712574,15.292298,15.012598,2,0.042155,8.986E-5
18.712313,16.98279,15.980577,15.540638,15.165771,2,0.098983,1.68852E-4
20.134766,19.7213,19.75638,19.440895,19.505138,3,0.612438,1.15825E-3
18.715462,17.457918,16.886631,16.537193,16.298996,2,0.040652,8.40753E-5
20.321774,19.267801,19.492886,19.680258,19.950191,1,-3.76544E-4,1.55094E-4
19.308716,18.009869,17.326658,16.875248,16.619204,2,0.109208,4.83541E-5
18.438011,17.123489,16.450508,16.056332,15.787017,2,0.101912,1.94854E-4
19.244068,17.851065,17.198355,16.784857,16.547098,2,0.054964,1.09908E-4
19.561317,18.032818,17.001896,16.544596,16.228323,2,0.145155,1.36199E-4
18.746094,17.518583,16.948574,16.577808,16.343012,2,0.056616,8.78741E-5
19.31509,18.044538,17.572746,17.247248,17.109591,2,0.076507,9.1509E-5
18.154055,16.382275,15.506319,15.075104,14.824809,2,0.065221,1.60191E-4
21.032942,19.265467,18.584848,18.327562,18.647615,1,-1.99201E-4,6.4526E-5
21.726425,19.203981,18.075054,18.054123,17.436071,1,-5.79191E-5,6.42675E-5
17.926504,16.303097,15.512227,15.093241,14.78071,2,0.046389,1.04304E-4
17.752441,16.346167,15.624531,15.235559,14.94666,2,0.061235,1.62751E-4
19.925318,19.141411,18.848955,18.749271,18.805691,1,-7.13434E-4,9.47384E-5
18.486486,17.049299,16.340973,15.972649,15.784006,2,0.089804,1.88824E-4
19.248817,17.362171,16.316755,15.8691,15.517627,2,0.114778,1.58933E-4
18.766737,17.285652,16.698338,16.337807,16.124306,2,0.061744,2.0923E-4
18.059675,16.654144,16.190187,15.935754,15.964034,1,-6.2899E-5,6.16685E-5
19.519859,18.112053,17.485308,17.109877,16.888262,2,0.069265,1.61762E-4
19.592087,17.728081,16.802832,16.383957,16.067356,2,0.088943,1.55265E-4
19.335957,18.112288,17.328508,16.89435,16.648539,2,0.145464,9.39567E-5
19.139423,17.815266,17.200407,16.824751,16.59593,2,0.043886,8.54727E-5
19.509548,18.161819,17.596882,17.252083,17.053396,2,0.062911,8.03987E-5
18.801361,17.56782,17.137812,16.873205,16.705999,2,0.040004,8.63736E-5
18.733829,16.806376,15.850151,15.375499,15.005946,2,0.079389,1.72227E-4
19.245401,17.703251,16.878109,16.424463,16.094879,2,0.079012,2.03038E-4
19.083485,17.906649,17.429619,17.172163,17.074757,2,0.037257,8.1163E-5
17.902029,17.625032,17.618217,17.505583,17.361547,3,0.441212,2.32622E-3
19.027769,17.1919,16.35795,15.945292,15.61371,2,0.043956,1.61125E-4
18.894323,17.936512,17.506659,17.116369,16.991941,2,0.105069,4.94823E-5
19.431561,18.95396,18.923056,18.9991,19.215866,1,7.05257E-6,1.75295E-4
19.601698,19.565691,19.558319,19.296717,19.380915,3,1.72966,1.62141E-3
20.400118,19.430851,20.259018,18.902687,18.76195,1,-2.3759E-5,8.3882E-5
17.966288,17.860598,17.630983,17.632767,17.71279,3,1.1906,1.74873E-3
19.201691,17.863781,17.149305,16.750853,16.420702,2,0.041434,7.9813E-5
19.319136,19.07099,19.017467,18.768929,18.738445,3,1.62359,1.81407E-3
18.450939,17.819052,17.565878,17.267252,17.249722,2,0.112028,3.7957E-5
19.333975,18.066515,17.340782,16.89349,16.66576,2,0.134376,1.59068E-4
19.451033,18.03994,17.309107,16.883301,16.57539,2,0.065061,8.55612E-5
18.777378,17.640684,17.236032,16.944311,16.801088,2,0.088245,9.49573E-5
19.351892,18.241604,17.758947,17.472828,17.322498,2,0.076498,8.07534E-5
19.451557,18.295809,18.267776,18.209549,18.273495,1,-2.4205E-4,1.42332E-4
18.588833,16.56665,15.620738,15.170627,14.823748,2,0.062127,1.70562E-4
18.510937,16.938757,16.203047,15.84234,15.569677,2,0.06226,1.47762E-4
17.318579,17.696329,18.117521,18.477808,18.780874,1,1.63299E-3,1.25275E-4
18.791328,17.419472,16.665792,16.258297,16.056047,2,0.090917,6.02755E-5
18.760242,16.76897,15.691624,15.225951,14.82808,2,0.114897,1.76646E-4
19.488394,18.148739,17.575993,17.248045,17.116066,2,0.115602,8.61104E-5
19.539989,18.348305,17.649698,17.263138,17.013214,2,0.174224,9.48499E-5
19.073603,18.724617,18.701721,18.809475,18.893728,1,3.2491E-4,1.84234E-4
18.531605,18.485771,18.269306,18.186701,17.737062,3,0.25957,1.04647E-3
19.140961,17.334076,16.362047,15.909511,15.538778,2,0.064755,1.4904E-4
19.292906,18.389305,18.240789,18.261173,18.228369,1,1.35163E-4,1.02847E-4
18.993713,17.767384,17.270544,16.93865,16.688831,2,0.084118,7.89089E-5
19.038551,18.691149,18.774559,18.57778,18.336992,3,0.466306,1.55711E-3
19.533773,18.273445,17.703722,17.364143,17.153595,2,0.091253,1.81191E-4
19.751596,19.747486,19.549126,19.045044,19.144583,3,1.85543,1.10729E-3
19.256124,17.501596,16.417439,15.954518,15.5672,2,0.115294,1.63935E-4
17.427874,15.825591,15.032495,14.610193,14.308516,2,0.054303,1.88709E-4
17.613729,16.467987,15.882981,15.657787,15.585123,2,0.017606,8.33883E-5
19.34795,18.148859,17.502249,17.097601,16.798178,2,0.11568,9.10045E-5
17.408108,16.133995,15.471443,15.081446,14.818146,2,0.073717,1.93888E-4
18.350485,16.306587,15.295485,14.838849,14.475245,2,0.075098,1.80505E-4
19.274185,17.670517,16.866302,16.44813,16.149794,2,0.08073,1.36989E-4
18.577097,16.699816,15.787652,15.354441,15.021322,2,0.067679,1.77278E-4
17.032488,17.439348,17.937895,18.254215,18.5707,1,-9.2379E-4,8.54066E-5
19.735882,19.385313,19.231388,19.221579,19.204027,3,0.94864,1.29775E-3
18.977093,17.261906,16.357817,15.897458,15.557114,2,0.112362,1.39172E-4
